DBN,School Name,Year,Total Enrollment,Grade 3K+PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
28Q144,P.S. 144 Col Jeromus Remsen,2018-19,905,54,174,151,147,145,112,122,0,0,0,0,0,0,0,434,0.48,471,0.52,315,0.348,11,0.012,162,0.179,72,0.08,345,0.381,127,0.14,44,0.049,200,22.1%,21.0%
28Q144,P.S. 144 Col Jeromus Remsen,2019-20,936,72,158,174,144,138,137,113,0,0,0,0,0,0,0,458,0.489,478,0.511,335,0.358,15,0.016,163,0.174,77,0.082,346,0.37,124,0.132,46,0.049,170,18.2%,20.9%
28Q157,J.H.S. 157 Stephen A. Halsey,2015-16,1608,0,0,0,0,0,0,0,512,501,496,99,0,0,0,780,0.485,828,0.515,381,0.237,163,0.101,362,0.225,40,0.025,662,0.412,237,0.147,150,0.093,795,49.4%,35.9%
28Q157,J.H.S. 157 Stephen A. Halsey,2016-17,1572,0,0,0,0,0,0,0,486,532,507,47,0,0,0,799,0.508,773,0.492,367,0.233,124,0.079,384,0.244,51,0.032,646,0.411,238,0.151,146,0.093,832,52.9%,33.1%
28Q157,J.H.S. 157 Stephen A. Halsey,2017-18,1636,0,0,0,0,0,0,0,542,528,533,33,0,0,0,817,0.499,819,0.501,380,0.232,132,0.081,402,0.246,59,0.036,663,0.405,237,0.145,157,0.096,902,55.1%,44.8%
28Q157,J.H.S. 157 Stephen A. Halsey,2018-19,1651,0,0,0,0,0,0,0,539,551,523,38,0,0,0,811,0.491,840,0.509,404,0.245,137,0.083,385,0.233,58,0.035,667,0.404,236,0.143,172,0.104,900,54.5%,47.5%
28Q157,J.H.S. 157 Stephen A. Halsey,2019-20,1687,0,0,0,0,0,0,0,547,560,544,36,0,0,0,842,0.499,845,0.501,406,0.241,136,0.081,393,0.233,67,0.04,685,0.406,240,0.142,135,0.08,908,53.8%,49.6%
28Q160,P.S. 160 Walter Francis Bishop,2015-16,699,58,106,108,108,114,94,111,0,0,0,0,0,0,0,309,0.442,390,0.558,93,0.133,383,0.548,139,0.199,78,0.112,6,0.009,149,0.213,29,0.041,646,92.4%,64.7%
28Q160,P.S. 160 Walter Francis Bishop,2016-17,676,47,99,110,91,109,118,102,0,0,0,0,0,0,0,303,0.448,373,0.552,95,0.141,362,0.536,134,0.198,79,0.117,6,0.009,144,0.213,44,0.065,544,80.5%,60.4%
28Q160,P.S. 160 Walter Francis Bishop,2017-18,659,71,84,100,98,87,105,114,0,0,0,0,0,0,0,295,0.448,364,0.552,91,0.138,319,0.484,148,0.225,93,0.141,8,0.012,135,0.205,56,0.085,566,85.9%,77.5%
28Q160,P.S. 160 Walter Francis Bishop,2018-19,623,60,97,74,97,101,84,110,0,0,0,0,0,0,0,303,0.486,320,0.514,101,0.162,286,0.459,134,0.215,93,0.149,9,0.014,123,0.197,64,0.103,503,80.7%,75.1%
28Q160,P.S. 160 Walter Francis Bishop,2019-20,600,68,89,91,72,96,101,83,0,0,0,0,0,0,0,292,0.487,308,0.513,83,0.138,259,0.432,150,0.25,98,0.163,10,0.017,105,0.175,63,0.105,500,83.3%,78.2%
28Q161,P.S. 161 Arthur Ashe School,2015-16,703,29,123,102,121,130,113,85,0,0,0,0,0,0,0,338,0.481,365,0.519,436,0.62,47,0.067,125,0.178,81,0.115,14,0.02,97,0.138,80,0.114,625,88.9%,51.0%
28Q161,P.S. 161 Arthur Ashe School,2016-17,740,46,104,127,94,136,120,113,0,0,0,0,0,0,0,361,0.488,379,0.512,487,0.658,49,0.066,120,0.162,72,0.097,12,0.016,96,0.13,98,0.132,658,88.9%,47.9%
28Q161,P.S. 161 Arthur Ashe School,2017-18,708,47,82,117,120,95,126,121,0,0,0,0,0,0,0,343,0.484,365,0.516,472,0.667,42,0.059,103,0.145,70,0.099,21,0.03,97,0.137,98,0.138,600,84.7%,72.9%
28Q161,P.S. 161 Arthur Ashe School,2018-19,635,60,76,79,102,114,91,113,0,0,0,0,0,0,0,320,0.504,315,0.496,443,0.698,37,0.058,76,0.12,62,0.098,17,0.027,85,0.134,60,0.094,542,85.4%,72.3%
28Q161,P.S. 161 Arthur Ashe School,2019-20,592,67,95,73,70,93,108,86,0,0,0,0,0,0,0,298,0.503,294,0.497,419,0.708,25,0.042,72,0.122,59,0.1,17,0.029,80,0.135,56,0.095,504,85.1%,70.9%
28Q167,Metropolitan Expeditionary Learning School,2015-16,829,0,0,0,0,0,0,0,132,123,118,119,119,103,115,403,0.486,426,0.514,141,0.17,148,0.179,326,0.393,47,0.057,167,0.201,162,0.195,14,0.017,524,63.2%,39.7%
28Q167,Metropolitan Expeditionary Learning School,2016-17,825,0,0,0,0,0,0,0,133,127,120,119,110,116,100,386,0.468,439,0.532,150,0.182,139,0.168,338,0.41,50,0.061,148,0.179,163,0.198,17,0.021,554,67.2%,40.2%
28Q167,Metropolitan Expeditionary Learning School,2017-18,841,0,0,0,0,0,0,0,130,127,126,122,116,109,111,402,0.478,439,0.522,165,0.196,144,0.171,334,0.397,58,0.069,140,0.166,159,0.189,16,0.019,606,72.1%,54.0%
28Q167,Metropolitan Expeditionary Learning School,2018-19,832,0,0,0,0,0,0,0,133,119,126,126,117,108,103,409,0.492,423,0.508,164,0.197,139,0.167,346,0.416,49,0.059,134,0.161,154,0.185,17,0.02,592,71.2%,53.4%
28Q167,Metropolitan Expeditionary Learning School,2019-20,824,0,0,0,0,0,0,0,129,129,120,123,116,104,103,390,0.473,434,0.527,161,0.195,130,0.158,333,0.404,66,0.08,134,0.163,163,0.198,21,0.025,557,67.6%,53.8%
28Q174,P.S. 174 William Sidney Mount,2015-16,704,36,125,109,114,108,107,105,0,0,0,0,0,0,0,319,0.453,385,0.547,243,0.345,30,0.043,173,0.246,24,0.034,234,0.332,80,0.114,67,0.095,264,37.5%,26.1%
28Q174,P.S. 174 William Sidney Mount,2016-17,674,35,104,118,110,108,103,96,0,0,0,0,0,0,0,330,0.49,344,0.51,222,0.329,26,0.039,161,0.239,32,0.047,233,0.346,68,0.101,81,0.12,226,33.5%,25.5%
28Q174,P.S. 174 William Sidney Mount,2017-18,673,30,108,103,108,110,111,103,0,0,0,0,0,0,0,332,0.493,341,0.507,233,0.346,21,0.031,168,0.25,34,0.051,217,0.322,68,0.101,80,0.119,258,38.3%,35.5%
28Q174,P.S. 174 William Sidney Mount,2018-19,681,31,117,112,101,107,105,108,0,0,0,0,0,0,0,349,0.512,332,0.488,239,0.351,19,0.028,175,0.257,36,0.053,212,0.311,71,0.104,75,0.11,239,35.1%,35.0%
28Q174,P.S. 174 William Sidney Mount,2019-20,661,32,108,110,110,93,110,98,0,0,0,0,0,0,0,322,0.487,339,0.513,243,0.368,20,0.03,165,0.25,38,0.057,195,0.295,71,0.107,77,0.116,224,33.9%,36.3%
28Q175,P.S. 175 The Lynn Gross Discovery School,2015-16,766,46,144,127,123,110,116,100,0,0,0,0,0,0,0,355,0.463,411,0.537,155,0.202,9,0.012,88,0.115,11,0.014,503,0.657,103,0.134,64,0.084,453,59.1%,36.5%
28Q175,P.S. 175 The Lynn Gross Discovery School,2016-17,786,47,152,131,120,120,105,111,0,0,0,0,0,0,0,363,0.462,423,0.538,164,0.209,10,0.013,93,0.118,13,0.017,506,0.644,110,0.14,67,0.085,452,57.5%,31.2%
28Q175,P.S. 175 The Lynn Gross Discovery School,2017-18,808,52,129,146,124,120,131,106,0,0,0,0,0,0,0,382,0.473,426,0.527,163,0.202,8,0.01,99,0.123,14,0.017,524,0.649,116,0.144,78,0.097,488,60.4%,46.7%
28Q175,P.S. 175 The Lynn Gross Discovery School,2018-19,813,48,127,124,140,124,124,126,0,0,0,0,0,0,0,366,0.45,447,0.55,181,0.223,9,0.011,108,0.133,24,0.03,491,0.604,125,0.154,73,0.09,464,57.1%,48.8%
28Q175,P.S. 175 The Lynn Gross Discovery School,2019-20,808,67,135,122,120,125,124,115,0,0,0,0,0,0,0,380,0.47,428,0.53,205,0.254,6,0.007,103,0.127,27,0.033,467,0.578,123,0.152,67,0.083,452,55.9%,52.0%
28Q182,P.S. 182 Samantha Smith,2015-16,897,0,136,135,143,138,134,211,0,0,0,0,0,0,0,433,0.483,464,0.517,247,0.275,129,0.144,480,0.535,28,0.031,13,0.014,149,0.166,302,0.337,Above 95%,Above 95%,69.2%
28Q182,P.S. 182 Samantha Smith,2016-17,796,0,124,129,136,134,141,132,0,0,0,0,0,0,0,403,0.506,393,0.494,217,0.273,111,0.139,437,0.549,21,0.026,10,0.013,122,0.153,276,0.347,752,94.5%,68.6%
28Q182,P.S. 182 Samantha Smith,2017-18,760,0,119,106,140,124,135,136,0,0,0,0,0,0,0,387,0.509,373,0.491,209,0.275,99,0.13,422,0.555,22,0.029,8,0.011,129,0.17,273,0.359,Above 95%,Above 95%,81.7%
28Q182,P.S. 182 Samantha Smith,2018-19,718,0,110,121,105,121,130,131,0,0,0,0,0,0,0,358,0.499,360,0.501,209,0.291,84,0.117,393,0.547,21,0.029,11,0.015,129,0.18,274,0.382,Above 95%,Above 95%,82.8%
28Q182,P.S. 182 Samantha Smith,2019-20,679,18,114,100,112,99,114,122,0,0,0,0,0,0,0,331,0.487,348,0.513,187,0.275,74,0.109,388,0.571,18,0.027,12,0.018,127,0.187,255,0.376,Above 95%,Above 95%,83.0%
28Q190,J.H.S. 190 Russell Sage,2015-16,1057,0,0,0,0,0,0,0,320,367,369,1,0,0,0,474,0.448,583,0.552,348,0.329,78,0.074,294,0.278,31,0.029,306,0.289,131,0.124,86,0.081,496,46.9%,34.8%
28Q190,J.H.S. 190 Russell Sage,2016-17,1036,0,0,0,0,0,0,0,312,355,369,0,0,0,0,476,0.459,560,0.541,368,0.355,69,0.067,284,0.274,35,0.034,280,0.27,130,0.125,91,0.088,414,40.0%,29.5%
28Q190,J.H.S. 190 Russell Sage,2017-18,1055,0,0,0,0,0,0,0,365,344,346,0,0,0,0,497,0.471,558,0.529,355,0.336,70,0.066,295,0.28,36,0.034,299,0.283,135,0.128,100,0.095,465,44.1%,42.6%
28Q190,J.H.S. 190 Russell Sage,2018-19,1082,0,0,0,0,0,0,0,356,386,340,0,0,0,0,500,0.462,582,0.538,351,0.324,76,0.07,293,0.271,41,0.038,321,0.297,145,0.134,110,0.102,470,43.4%,40.9%
28Q190,J.H.S. 190 Russell Sage,2019-20,1126,0,0,0,0,0,0,0,349,381,396,0,0,0,0,557,0.495,569,0.505,382,0.339,84,0.075,305,0.271,51,0.045,304,0.27,149,0.132,108,0.096,497,44.1%,43.6%
28Q196,P.S. 196 Grand Central Parkway,2015-16,901,17,169,152,127,137,160,139,0,0,0,0,0,0,0,461,0.512,440,0.488,338,0.375,20,0.022,119,0.132,64,0.071,360,0.4,106,0.118,57,0.063,194,21.5%,12.9%
28Q196,P.S. 196 Grand Central Parkway,2016-17,959,18,173,175,148,124,159,162,0,0,0,0,0,0,0,483,0.504,476,0.496,355,0.37,25,0.026,129,0.135,69,0.072,381,0.397,128,0.133,57,0.059,203,21.2%,12.5%
28Q196,P.S. 196 Grand Central Parkway,2017-18,993,18,201,172,165,148,133,156,0,0,0,0,0,0,0,518,0.522,475,0.478,364,0.367,23,0.023,118,0.119,70,0.07,418,0.421,118,0.119,54,0.054,249,25.1%,20.1%
28Q196,P.S. 196 Grand Central Parkway,2018-19,1022,18,200,191,165,157,161,130,0,0,0,0,0,0,0,549,0.537,473,0.463,387,0.379,21,0.021,114,0.112,70,0.068,430,0.421,143,0.14,66,0.065,273,26.7%,21.9%
28Q196,P.S. 196 Grand Central Parkway,2019-20,1063,18,177,203,181,159,169,156,0,0,0,0,0,0,0,543,0.511,520,0.489,411,0.387,18,0.017,120,0.113,73,0.069,441,0.415,141,0.133,58,0.055,257,24.2%,22.2%
28Q206,P.S. 206 The Horace Harding School,2015-16,589,18,97,86,105,100,99,84,0,0,0,0,0,0,0,289,0.491,300,0.509,105,0.178,107,0.182,177,0.301,17,0.029,183,0.311,57,0.097,142,0.241,502,85.2%,55.3%
28Q206,P.S. 206 The Horace Harding School,2016-17,602,36,96,96,88,99,94,93,0,0,0,0,0,0,0,290,0.482,312,0.518,120,0.199,102,0.169,182,0.302,18,0.03,180,0.299,68,0.113,159,0.264,494,82.1%,49.5%
28Q206,P.S. 206 The Horace Harding School,2017-18,610,36,104,96,87,92,100,95,0,0,0,0,0,0,0,299,0.49,311,0.51,129,0.211,99,0.162,179,0.293,19,0.031,184,0.302,79,0.13,177,0.29,481,78.9%,68.0%
28Q206,P.S. 206 The Horace Harding School,2018-19,611,34,97,100,99,97,92,92,0,0,0,0,0,0,0,295,0.483,316,0.517,149,0.244,80,0.131,183,0.3,22,0.036,177,0.29,78,0.128,163,0.267,470,76.9%,68.1%
28Q206,P.S. 206 The Horace Harding School,2019-20,571,33,102,88,96,93,87,72,0,0,0,0,0,0,0,280,0.49,291,0.51,154,0.27,57,0.1,162,0.284,21,0.037,177,0.31,71,0.124,137,0.24,411,72.0%,67.9%
28Q217,J.H.S. 217 Robert A. Van Wyck,2015-16,1572,0,0,0,0,0,0,0,482,535,555,0,0,0,0,729,0.464,843,0.536,589,0.375,210,0.134,651,0.414,31,0.02,91,0.058,243,0.155,285,0.181,851,54.1%,59.2%
28Q217,J.H.S. 217 Robert A. Van Wyck,2016-17,1644,0,0,0,0,0,0,0,538,535,571,0,0,0,0,762,0.464,882,0.536,628,0.382,243,0.148,649,0.395,41,0.025,83,0.05,273,0.166,314,0.191,859,52.3%,55.7%
28Q217,J.H.S. 217 Robert A. Van Wyck,2017-18,1630,0,0,0,0,0,0,0,538,533,559,0,0,0,0,756,0.464,874,0.536,591,0.363,267,0.164,646,0.396,61,0.037,65,0.04,261,0.16,270,0.166,1163,71.3%,73.9%
28Q217,J.H.S. 217 Robert A. Van Wyck,2018-19,1666,0,0,0,0,0,0,0,557,564,545,0,0,0,0,793,0.476,873,0.524,572,0.343,259,0.155,688,0.413,79,0.047,68,0.041,289,0.173,277,0.166,1208,72.5%,74.6%
28Q217,J.H.S. 217 Robert A. Van Wyck,2019-20,1710,0,0,0,0,0,0,0,563,570,577,0,0,0,0,782,0.457,928,0.543,559,0.327,214,0.125,790,0.462,76,0.044,71,0.042,287,0.168,282,0.165,1268,74.2%,77.2%
28Q220,P.S. 220 Edward Mandel,2015-16,693,36,99,107,113,109,115,114,0,0,0,0,0,0,0,334,0.482,359,0.518,188,0.271,61,0.088,157,0.227,17,0.025,270,0.39,105,0.152,112,0.162,519,74.9%,48.6%
28Q220,P.S. 220 Edward Mandel,2016-17,707,36,115,115,109,118,105,109,0,0,0,0,0,0,0,353,0.499,354,0.501,198,0.28,60,0.085,163,0.231,22,0.031,264,0.373,92,0.13,127,0.18,527,74.5%,48.2%
28Q220,P.S. 220 Edward Mandel,2017-18,706,36,92,124,121,109,126,98,0,0,0,0,0,0,0,357,0.506,349,0.494,229,0.324,53,0.075,142,0.201,25,0.035,257,0.364,79,0.112,150,0.212,529,74.9%,64.3%
28Q220,P.S. 220 Edward Mandel,2018-19,703,36,97,102,112,127,103,126,0,0,0,0,0,0,0,353,0.502,350,0.498,227,0.323,40,0.057,164,0.233,24,0.034,248,0.353,78,0.111,156,0.222,502,71.4%,64.1%
28Q220,P.S. 220 Edward Mandel,2019-20,671,36,99,98,109,110,113,106,0,0,0,0,0,0,0,329,0.49,342,0.51,216,0.322,35,0.052,171,0.255,23,0.034,226,0.337,69,0.103,149,0.222,474,70.6%,65.7%
28Q284,York Early College Academy,2015-16,621,0,0,0,0,0,0,0,92,93,94,88,89,83,82,343,0.552,278,0.448,183,0.295,319,0.514,61,0.098,49,0.079,9,0.014,51,0.082,4,0.006,483,77.8%,41.5%
28Q284,York Early College Academy,2016-17,620,0,0,0,0,0,0,0,90,89,92,93,89,86,81,342,0.552,278,0.448,189,0.305,293,0.473,64,0.103,66,0.106,8,0.013,65,0.105,6,0.01,473,76.3%,39.9%
28Q284,York Early College Academy,2017-18,646,0,0,0,0,0,0,0,98,96,93,96,90,89,84,362,0.56,284,0.44,181,0.28,327,0.506,53,0.082,75,0.116,10,0.015,69,0.107,7,0.011,481,74.5%,51.8%
28Q284,York Early College Academy,2018-19,658,0,0,0,0,0,0,0,90,98,102,98,95,87,88,366,0.556,292,0.444,173,0.263,336,0.511,58,0.088,84,0.128,7,0.011,70,0.106,5,0.008,465,70.7%,49.7%
28Q284,York Early College Academy,2019-20,639,0,0,0,0,0,0,0,90,89,96,94,97,92,81,350,0.548,289,0.452,165,0.258,321,0.502,65,0.102,83,0.13,5,0.008,78,0.122,3,0.005,475,74.3%,52.0%
28Q287,The Emerson School,2015-16,322,0,0,0,0,0,0,0,99,126,97,0,0,0,0,148,0.46,174,0.54,37,0.115,188,0.584,66,0.205,25,0.078,6,0.019,80,0.248,24,0.075,232,72.0%,59.7%
28Q287,The Emerson School,2016-17,372,0,0,0,0,0,0,0,127,113,132,0,0,0,0,178,0.478,194,0.522,60,0.161,202,0.543,79,0.212,28,0.075,3,0.008,95,0.255,36,0.097,256,68.8%,62.3%
28Q287,The Emerson School,2017-18,365,0,0,0,0,0,0,0,106,138,121,0,0,0,0,178,0.488,187,0.512,72,0.197,185,0.507,74,0.203,26,0.071,8,0.022,96,0.263,46,0.126,316,86.6%,76.6%
28Q287,The Emerson School,2018-19,358,0,0,0,0,0,0,0,126,101,131,0,0,0,0,155,0.433,203,0.567,82,0.229,156,0.436,88,0.246,26,0.073,6,0.017,87,0.243,41,0.115,300,83.8%,80.9%
28Q287,The Emerson School,2019-20,359,0,0,0,0,0,0,0,136,122,101,0,0,0,0,160,0.446,199,0.554,90,0.251,147,0.409,93,0.259,23,0.064,6,0.017,78,0.217,51,0.142,300,83.6%,82.4%
28Q303,The Academy for Excellence through the Arts,2015-16,196,36,50,40,40,30,0,0,0,0,0,0,0,0,0,99,0.505,97,0.495,72,0.367,7,0.036,39,0.199,5,0.026,73,0.372,21,0.107,2,0.01,40,20.4%,12.8%
28Q303,The Academy for Excellence through the Arts,2016-17,208,36,50,45,38,39,0,0,0,0,0,0,0,0,0,107,0.514,101,0.486,73,0.351,6,0.029,38,0.183,6,0.029,85,0.409,30,0.144,1,0.005,50,24.0%,15.5%
28Q303,The Academy for Excellence through the Arts,2017-18,207,36,50,48,37,36,0,0,0,0,0,0,0,0,0,99,0.478,108,0.522,80,0.386,11,0.053,37,0.179,5,0.024,74,0.357,28,0.135,1,0.005,51,24.6%,23.1%
28Q303,The Academy for Excellence through the Arts,2018-19,211,36,50,46,44,35,0,0,0,0,0,0,0,0,0,106,0.502,105,0.498,75,0.355,12,0.057,40,0.19,6,0.028,78,0.37,32,0.152,3,0.014,51,24.2%,23.2%
28Q303,The Academy for Excellence through the Arts,2019-20,283,36,98,45,41,43,20,0,0,0,0,0,0,0,0,139,0.491,144,0.509,93,0.329,13,0.046,57,0.201,14,0.049,106,0.375,33,0.117,1,0.004,59,20.8%,22.0%
28Q310,Queens Collegiate: A College Board School,2015-16,655,0,0,0,0,0,0,0,75,84,84,110,125,93,84,341,0.521,314,0.479,178,0.272,336,0.513,97,0.148,27,0.041,17,0.026,103,0.157,58,0.089,553,84.4%,55.1%
28Q310,Queens Collegiate: A College Board School,2016-17,668,0,0,0,0,0,0,0,84,76,87,108,123,92,98,331,0.496,337,0.504,200,0.299,317,0.475,92,0.138,45,0.067,14,0.021,102,0.153,52,0.078,575,86.1%,54.5%
28Q310,Queens Collegiate: A College Board School,2017-18,671,0,0,0,0,0,0,0,92,79,76,110,125,85,104,326,0.486,345,0.514,187,0.279,313,0.466,107,0.159,53,0.079,11,0.016,112,0.167,51,0.076,590,87.9%,68.6%
28Q310,Queens Collegiate: A College Board School,2018-19,669,0,0,0,0,0,0,0,91,87,75,93,110,118,95,336,0.502,333,0.498,196,0.293,282,0.422,126,0.188,59,0.088,6,0.009,110,0.164,61,0.091,579,86.5%,68.6%
28Q310,Queens Collegiate: A College Board School,2019-20,672,0,0,0,0,0,0,0,91,90,90,100,98,105,98,347,0.516,325,0.484,189,0.281,279,0.415,128,0.19,65,0.097,11,0.016,99,0.147,59,0.088,587,87.4%,72.9%
28Q312,Jamaica Children's School,2015-16,72,0,39,33,0,0,0,0,0,0,0,0,0,0,0,37,0.514,35,0.486,1,0.014,58,0.806,12,0.167,1,0.014,0,0,17,0.236,4,0.056,68,94.4%,82.0%
28Q312,Jamaica Children's School,2016-17,113,0,44,39,30,0,0,0,0,0,0,0,0,0,0,56,0.496,57,0.504,1,0.009,76,0.673,31,0.274,3,0.027,2,0.018,27,0.239,11,0.097,Above 95%,Above 95%,65.8%
28Q312,Jamaica Children's School,2017-18,153,0,37,40,41,35,0,0,0,0,0,0,0,0,0,72,0.471,81,0.529,3,0.02,106,0.693,36,0.235,3,0.02,5,0.033,52,0.34,11,0.072,143,93.5%,81.3%
28Q312,Jamaica Children's School,2018-19,200,0,51,36,42,40,31,0,0,0,0,0,0,0,0,100,0.5,100,0.5,5,0.025,130,0.65,54,0.27,4,0.02,7,0.035,61,0.305,13,0.065,177,88.5%,79.8%
28Q312,Jamaica Children's School,2019-20,237,0,45,43,34,39,45,31,0,0,0,0,0,0,0,107,0.451,130,0.549,12,0.051,147,0.62,58,0.245,13,0.055,7,0.03,74,0.312,24,0.101,207,87.3%,82.0%
28Q325,Hillside Arts & Letters Academy,2015-16,474,0,0,0,0,0,0,0,0,0,0,122,114,113,125,270,0.57,204,0.43,116,0.245,187,0.395,124,0.262,37,0.078,10,0.021,63,0.133,55,0.116,357,75.3%,57.0%
28Q325,Hillside Arts & Letters Academy,2016-17,495,0,0,0,0,0,0,0,0,0,0,119,125,121,130,278,0.562,217,0.438,124,0.251,200,0.404,125,0.253,36,0.073,10,0.02,73,0.147,61,0.123,367,74.1%,55.6%
28Q325,Hillside Arts & Letters Academy,2017-18,467,0,0,0,0,0,0,0,0,0,0,106,117,122,122,257,0.55,210,0.45,106,0.227,193,0.413,128,0.274,33,0.071,7,0.015,87,0.186,64,0.137,381,81.6%,71.6%
28Q325,Hillside Arts & Letters Academy,2018-19,447,0,0,0,0,0,0,0,0,0,0,116,98,113,120,242,0.541,205,0.459,90,0.201,184,0.412,132,0.295,30,0.067,11,0.025,86,0.192,63,0.141,334,74.7%,71.0%
28Q325,Hillside Arts & Letters Academy,2019-20,452,0,0,0,0,0,0,0,0,0,0,116,116,104,116,249,0.551,203,0.449,87,0.192,186,0.412,138,0.305,31,0.069,10,0.022,84,0.186,56,0.124,319,70.6%,71.9%
28Q328,High School for Community Leadership,2015-16,444,0,0,0,0,0,0,0,0,0,0,130,143,84,87,216,0.486,228,0.514,109,0.245,173,0.39,116,0.261,26,0.059,20,0.045,78,0.176,60,0.135,374,84.2%,61.5%
28Q328,High School for Community Leadership,2016-17,476,0,0,0,0,0,0,0,0,0,0,142,124,114,96,228,0.479,248,0.521,118,0.248,176,0.37,119,0.25,37,0.078,26,0.055,76,0.16,61,0.128,384,80.7%,56.7%
28Q328,High School for Community Leadership,2017-18,469,0,0,0,0,0,0,0,0,0,0,120,115,135,99,229,0.488,240,0.512,110,0.235,163,0.348,129,0.275,42,0.09,25,0.053,76,0.162,72,0.154,387,82.5%,70.6%
28Q328,High School for Community Leadership,2018-19,464,0,0,0,0,0,0,0,0,0,0,125,115,112,112,214,0.461,250,0.539,106,0.228,163,0.351,130,0.28,43,0.093,22,0.047,72,0.155,69,0.149,360,77.6%,69.7%
28Q328,High School for Community Leadership,2019-20,456,0,0,0,0,0,0,0,0,0,0,114,114,128,100,207,0.454,249,0.546,107,0.235,149,0.327,137,0.3,39,0.086,24,0.053,73,0.16,61,0.134,322,70.6%,68.2%
28Q332,Redwood Middle School,2015-16,202,0,0,0,0,0,0,0,105,97,0,0,0,0,0,97,0.48,105,0.52,19,0.094,155,0.767,17,0.084,8,0.04,3,0.015,48,0.238,5,0.025,160,79.2%,53.9%
28Q332,Redwood Middle School,2016-17,329,0,0,0,0,0,0,0,119,111,99,0,0,0,0,157,0.477,172,0.523,34,0.103,251,0.763,31,0.094,10,0.03,3,0.009,83,0.252,9,0.027,237,72.0%,47.7%
28Q332,Redwood Middle School,2017-18,309,0,0,0,0,0,0,0,90,111,108,0,0,0,0,133,0.43,176,0.57,50,0.162,207,0.67,30,0.097,15,0.049,7,0.023,77,0.249,12,0.039,215,69.6%,60.2%
28Q332,Redwood Middle School,2018-19,334,0,0,0,0,0,0,0,129,88,117,0,0,0,0,147,0.44,187,0.56,47,0.141,218,0.653,33,0.099,30,0.09,6,0.018,71,0.213,18,0.054,221,66.2%,58.5%
28Q332,Redwood Middle School,2019-20,273,0,0,0,0,0,0,0,98,100,75,0,0,0,0,121,0.443,152,0.557,33,0.121,193,0.707,23,0.084,18,0.066,6,0.022,61,0.223,11,0.04,170,62.3%,64.6%
28Q335,The Ezra Jack Keats Pre-K Center,2015-16,205,205,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0.522,98,0.478,61,0.298,23,0.112,85,0.415,21,0.102,15,0.073,13,0.063,0,0,150,73.2%,41.5%
28Q335,The Ezra Jack Keats Pre-K Center,2016-17,244,244,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0.57,105,0.43,92,0.377,11,0.045,99,0.406,22,0.09,20,0.082,20,0.082,1,0.004,120,49.2%,54.6%
28Q335,The Ezra Jack Keats Pre-K Center,2017-18,234,234,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0.556,104,0.444,95,0.406,12,0.051,99,0.423,14,0.06,14,0.06,18,0.077,0,0,135,57.7%,64.7%
28Q335,The Ezra Jack Keats Pre-K Center,2018-19,241,241,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0.515,117,0.485,84,0.349,13,0.054,114,0.473,15,0.062,15,0.062,16,0.066,1,0.004,144,59.8%,66.5%
28Q335,The Ezra Jack Keats Pre-K Center,2019-20,249,249,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0.482,129,0.518,89,0.357,14,0.056,98,0.394,33,0.133,15,0.06,24,0.096,0,0,137,55.0%,60.6%
28Q338,Queens Satellite High School for Opportunity,2015-16,175,0,0,0,0,0,0,0,0,0,0,30,50,63,32,82,0.469,93,0.531,14,0.08,97,0.554,41,0.234,14,0.08,9,0.051,24,0.137,7,0.04,140,80.0%,50.6%
28Q338,Queens Satellite High School for Opportunity,2016-17,198,0,0,0,0,0,0,0,0,0,0,28,68,87,15,89,0.449,109,0.551,18,0.091,96,0.485,51,0.258,20,0.101,13,0.066,27,0.136,4,0.02,166,83.8%,53.6%
28Q338,Queens Satellite High School for Opportunity,2017-18,208,0,0,0,0,0,0,0,0,0,0,37,78,59,34,103,0.495,105,0.505,17,0.082,116,0.558,38,0.183,23,0.111,14,0.067,27,0.13,8,0.038,187,89.9%,75.1%
28Q338,Queens Satellite High School for Opportunity,2018-19,206,0,0,0,0,0,0,0,0,0,0,31,82,54,39,90,0.437,116,0.563,20,0.097,103,0.5,56,0.272,12,0.058,15,0.073,21,0.102,15,0.073,185,89.8%,77.5%
28Q338,Queens Satellite High School for Opportunity,2019-20,214,0,0,0,0,0,0,0,0,0,0,29,48,69,68,81,0.379,133,0.621,29,0.136,100,0.467,68,0.318,8,0.037,9,0.042,22,0.103,12,0.056,180,84.1%,75.3%
28Q349,The Queens School for Leadership and Excellence,2015-16,108,33,75,0,0,0,0,0,0,0,0,0,0,0,0,44,0.407,64,0.593,43,0.398,25,0.231,31,0.287,7,0.065,2,0.019,14,0.13,22,0.204,88,81.5%,60.4%
